Id	Name	InChI	logKow_KOWWIN	logKow_KOWWIN_exp	logKow_ALOGPS	HF	dipole	eTotal	eElectronic	eNuclear	MW	saCOSMO	vCOSMO	eNHOMO	eHOMO	eLUMO	eSLUMO	eGap	qMin	qMinRing	qMax	qMaxRing	qMaxH	qAvgRing	polarityRing	qElephMax	qElephMaxRing	qElephMaxH	qElephAvgRing	qNuphMax	qNuphMaxRing	qNuphMaxH	qNuphAvgRing
1708	4-chloro-2-methoxy-1-nitrobenzene	InChI=1S/C7H6ClNO3/c1-12-7-4-5(8)2-3-6(7)9(10)11/h2-4H,1H3	2.54	N/A	2.62	-27.92967	4.452	-2276.38168	-11079.89743	8803.51574	187.582	192.97	193.92	-10.717	-10.021	-1.421	-0.726	8.600	-0.421270	-0.355585	0.649237	0.312098	0.193901	-0.063126	0.28846573000000003	0.275807	0.275807	0.007482	0.118002	0.299574	0.299574	0.000253	0.136205
1709	1-chloro-4-methoxy-2-nitrobenzene	InChI=1S/C7H6ClNO3/c1-12-5-2-3-6(8)7(4-5)9(10)11/h2-4H,1H3	2.54	N/A	2.53	-26.17416	7.032	-2276.31504	-10966.25717	8689.94213	187.582	193.05	194.96	-11.0	-9.661	-1.313	-0.77	8.348	-0.377057	-0.250699	0.615274	0.238530	0.203617	-0.060986	0.24257220999999998	0.199569	0.199569	0.005837	0.105061	0.273775	0.273775	0.000114	0.140418
1710	2-chloro-4-methoxy-1-nitrobenzene	InChI=1S/C7H6ClNO3/c1-12-5-2-3-7(9(10)11)6(8)4-5/h2-4H,1H3	2.54	N/A	2.57	-29.49103	6.799	-2276.45618	-10962.37446	8685.91828	187.582	191.6	193.47	-10.611	-10.032	-1.263	-0.871	8.769	-0.409241	-0.355879	0.644200	0.317444	0.191185	-0.063278	0.25626148	0.286553	0.286553	0.006512	0.116512	0.258442	0.258442	0.000756	0.126961
1711	4-chloro-1-methoxy-2-nitrobenzene	InChI=1S/C7H6ClNO3/c1-12-7-3-2-5(8)4-6(7)9(10)11/h2-4H,1H3	2.54	N/A	2.54	-26.29917	6.027	-2276.31211	-11079.00104	8802.68893	187.582	193.39	194.48	-10.938	-9.735	-1.412	-0.756	8.323	-0.413751	-0.303073	0.644210	0.285816	0.206380	-0.061757	0.27826811999999995	0.218939	0.218939	0.005550	0.104614	0.286192	0.286192	0.000262	0.137606
1712	2-chloro-1-methoxy-4-nitrobenzene	InChI=1S/C7H6ClNO3/c1-12-7-3-2-5(9(10)11)4-6(7)8/h2-4H,1H3	2.54	N/A	2.68	-29.40559	6.226	-2276.45068	-10901.73646	8625.28578	187.582	193.55	193.7	-10.687	-9.869	-1.356	-0.917	8.513	-0.405896	-0.310573	0.641102	0.274715	0.205146	-0.060921	0.25665358999999993	0.191488	0.191488	0.005685	0.100685	0.270137	0.270137	0.000812	0.123359
1713	1-chloro-3-methoxy-2-nitrobenzene	InChI=1S/C7H6ClNO3/c1-12-6-4-2-3-5(8)7(6)9(10)11/h2-4H,1H3	2.54	N/A	2.49	-25.83028	6.683	-2276.28896	-11226.85471	8950.56574	187.582	191.81	195.08	-10.528	-9.905	-1.134	-0.67	8.771	-0.373962	-0.316522	0.649680	0.302508	0.184257	-0.065272	0.28603337999999995	0.277782	0.277782	0.006610	0.118718	0.287949	0.287949	0.000110	0.151693
1714	2-chloro-1-methoxy-3-nitrobenzene	InChI=1S/C7H6ClNO3/c1-12-6-4-2-3-5(7(6)8)9(10)11/h2-4H,1H3	2.54	N/A	2.53	-25.15308	6.953	-2276.2634	-11075.13898	8798.87558	187.582	191.09	193.41	-10.58	-9.673	-1.312	-0.691	8.361	-0.384948	-0.249667	0.615582	0.216574	0.188042	-0.064366	0.24690117	0.189261	0.178932	0.006288	0.103481	0.260249	0.260249	0.000056	0.137997
1715	1-fluoro-2-methoxy-3-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-7-5(8)3-2-4-6(7)9(10)11/h2-4H,1H3	2.09	N/A	1.83	-60.4151	4.664	-2474.82393	-11572.45708	9097.63315	171.128	179.68	179.58	-10.813	-9.828	-1.313	-0.655	8.515	-0.414692	-0.206588	0.641294	0.231987	0.189217	-0.044043	0.25587991000000004	0.242338	0.228822	0.009332	0.116301	0.277476	0.277476	0.000357	0.136077
1716	1-fluoro-2-methoxy-4-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-7-4-5(9(10)11)2-3-6(7)8/h2-4H,1H3	2.09	N/A	1.93	-63.18522	5.082	-2474.95449	-11293.29371	8818.33922	171.128	181.21	178.59	-10.918	-9.859	-1.476	-0.781	8.383	-0.393927	-0.166779	0.621859	0.167867	0.209545	-0.039788	0.20689953	0.270549	0.199864	0.010201	0.112787	0.226308	0.226308	0.000074	0.126460
1717	1-fluoro-3-methoxy-5-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-7-3-5(8)2-6(4-7)9(10)11/h2-4H,1H3	2.09	N/A	1.87	-66.6269	5.855	-2475.10434	-11207.47548	8732.37114	171.128	183.67	181.55	-10.964	-9.99	-1.541	-0.702	8.449	-0.380645	-0.338227	0.610269	0.274246	0.212001	-0.042653	0.20167715	0.266345	0.266345	0.008082	0.123379	0.239989	0.239989	0.000139	0.125149
1718	4-fluoro-2-methoxy-1-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-7-4-5(8)2-3-6(7)9(10)11/h2-4H,1H3	2.09	N/A	1.90	-66.61244	4.737	-2475.09382	-11423.73978	8948.64596	171.128	181.3	180.14	-10.921	-10.058	-1.308	-0.709	8.750	-0.426861	-0.405300	0.653057	0.330137	0.193967	-0.046646	0.29422718999999997	0.278467	0.278467	0.007992	0.120563	0.298344	0.298344	0.000259	0.134293
1719	1-fluoro-4-methoxy-2-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-5-2-3-6(8)7(4-5)9(10)11/h2-4H,1H3	2.09	N/A	1.81	-63.45514	7.141	-2474.96559	-11339.36616	8864.40057	171.128	181.79	177.72	-11.075	-9.773	-1.515	-0.692	8.258	-0.395372	-0.211208	0.629996	0.200246	0.209569	-0.042779	0.21393090999999997	0.235306	0.212589	0.007921	0.118135	0.230931	0.230931	0.000067	0.133037
1720	2-fluoro-4-methoxy-1-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-5-2-3-7(9(10)11)6(8)4-5/h2-4H,1H3	2.09	N/A	1.82	-68.33078	7.031	-2475.17761	-11332.20063	8857.02302	171.128	181.52	179.3	-10.962	-10.124	-1.277	-0.798	8.847	-0.418489	-0.405407	0.657858	0.339130	0.194413	-0.044663	0.28024503999999995	0.294713	0.294713	0.007157	0.121207	0.287484	0.287484	0.000847	0.126773
1721	4-fluoro-1-methoxy-2-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-7-3-2-5(8)4-6(7)9(10)11/h2-4H,1H3	2.09	N/A	1.85	-63.22092	5.938	-2474.9467	-11419.17471	8944.228	171.128	181.52	180.88	-10.948	-9.805	-1.409	-0.662	8.396	-0.410472	-0.280589	0.641238	0.263699	0.207425	-0.044569	0.26938293	0.241567	0.241567	0.007242	0.119035	0.275250	0.275250	0.000210	0.138772
1722	2-fluoro-1-methoxy-4-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-7-3-2-5(9(10)11)4-6(7)8/h2-4H,1H3	2.09	N/A	1.89	-64.73862	5.726	-2475.02279	-11280.56186	8805.53907	171.128	181.17	178.87	-10.905	-9.966	-1.379	-0.832	8.587	-0.403578	-0.250113	0.639062	0.243133	0.205278	-0.040311	0.25143594999999996	0.243189	0.243189	0.008649	0.113966	0.258243	0.258243	0.000762	0.123404
1723	1-fluoro-3-methoxy-2-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-6-4-2-3-5(8)7(6)9(10)11/h2-4H,1H3	2.09	N/A	1.76	-63.56363	6.989	-2474.95962	-11604.72378	9129.76416	171.128	180.15	179.65	-10.785	-9.983	-1.228	-0.608	8.755	-0.388882	-0.352642	0.660208	0.324850	0.188807	-0.048611	0.29235439999999996	0.283853	0.283853	0.007534	0.123035	0.308886	0.308886	0.000324	0.140244
1724	2-fluoro-1-methoxy-3-nitrobenzene	InChI=1S/C7H6FNO3/c1-12-6-4-2-3-5(7(6)8)9(10)11/h2-4H,1H3	2.09	N/A	1.78	-61.14049	4.943	-2474.86205	-11524.79061	9049.92857	171.128	178.97	178.15	-10.869	-9.808	-1.462	-0.682	8.346	-0.399433	-0.172905	0.628134	0.172206	0.193334	-0.041856	0.20504955000000002	0.262420	0.204548	0.010262	0.113939	0.227185	0.227185	0.000048	0.129800
1725	3-methyl-2-nitrophenol	InChI=1S/C7H7NO3/c1-5-3-2-4-6(9)7(5)8(10)11/h2-4,9H,1H3	2.46	2.29	2.28	-40.37758	3.962	-2023.68881	-9778.96324	7755.27443	153.137	167.92	165.48	-10.771	-9.764	-1.321	-0.319	8.443	-0.483878	-0.316888	0.671159	0.399941	0.380661	-0.053964	0.23989121000000002	0.305809	0.305809	0.007006	0.134902	0.245145	0.245145	0.003516	0.114397
1726	2-methyl-4-nitrophenol	InChI=1S/C7H7NO3/c1-5-4-6(8(10)11)2-3-7(5)9/h2-4,9H,1H3	2.46	N/A	2.29	-36.8909	5.787	-2023.63333	-9485.73204	7462.09872	153.137	174.27	171.14	-10.652	-9.874	-1.158	-0.622	8.716	-0.451050	-0.322735	0.638228	0.302147	0.331874	-0.052755	0.24438006	0.238466	0.238466	0.013830	0.127604	0.256224	0.256224	0.000250	0.120624
1727	2-methyl-5-nitrophenol	InChI=1S/C7H7NO3/c1-5-2-3-6(8(10)11)4-7(5)9/h2-4,9H,1H3	2.46	2.47	2.28	-35.27936	4.779	-2023.56357	-9483.77751	7460.21394	153.137	174.72	174.36	-10.622	-9.805	-1.296	-0.527	8.509	-0.455414	-0.243899	0.620715	0.229620	0.331472	-0.052320	0.21137039000000005	0.200224	0.200224	0.010181	0.128044	0.219001	0.219001	0.004556	0.121877
1728	2-methyl-3-nitrophenol	InChI=1S/C7H7NO3/c1-5-6(8(10)11)3-2-4-7(5)9/h2-4,9H,1H3	2.46	N/A	2.28	-33.57806	3.551	-2023.48457	-9660.36877	7636.8842	153.137	169.31	167.42	-10.633	-9.748	-1.281	-0.488	8.467	-0.459220	-0.184736	0.621142	0.235389	0.331221	-0.051840	0.19162954000000001	0.230399	0.230399	0.011686	0.128826	0.208256	0.208256	0.003770	0.123333
1729	2-methyl-6-nitrophenol	InChI=1S/C7H7NO3/c1-5-3-2-4-6(7(5)9)8(10)11/h2-4,9H,1H3	2.46	N/A	2.27	-39.76289	4.299	-2023.66542	-9688.34351	7664.67809	153.137	170.76	167.09	-10.683	-9.726	-1.355	-0.374	8.371	-0.477222	-0.265600	0.661691	0.345539	0.376514	-0.054311	0.22480395	0.228800	0.228800	0.012144	0.130903	0.228382	0.228382	0.001102	0.114127
1730	3-methyl-5-nitrophenol	InChI=1S/C7H7NO3/c1-5-2-6(8(10)11)4-7(9)3-5/h2-4,9H,1H3	2.46	N/A	2.31	-36.10923	4.128	-2023.59966	-9453.59633	7429.99667	153.137	176.22	173.1	-10.582	-9.904	-1.32	-0.487	8.584	-0.459903	-0.289284	0.610783	0.295816	0.334545	-0.053084	0.20581861	0.285601	0.285601	0.003215	0.135069	0.219572	0.219572	0.001136	0.120260
1731	4-methyl-2-nitrophenol	InChI=1S/C7H7NO3/c1-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3	2.46	2.37	2.29	-32.16522	6.414	-2023.42642	-9591.18787	7567.76146	153.137	173.82	171.64	-10.759	-9.677	-1.117	-0.444	8.560	-0.442771	-0.313552	0.644871	0.314945	0.328092	-0.055426	0.27219531999999996	0.272274	0.272274	0.018252	0.129678	0.279390	0.279390	0.000161	0.137012
1732	5-methyl-2-nitrophenol	InChI=1S/C7H7NO3/c1-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3	2.46	2.31	2.29	-33.90303	7.169	-2023.50293	-9572.44262	7548.93969	153.137	174.21	170.92	-10.59	-9.923	-1.068	-0.436	8.855	-0.474516	-0.383158	0.653245	0.355989	0.327638	-0.056620	0.2917096999999999	0.308169	0.308169	0.002841	0.133257	0.296042	0.296042	0.006162	0.133680
1733	1-methoxy-4-nitrobenzene	InChI=1S/C7H7NO3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3	1.89	2.03	2.05	-23.62756	6.463	-2023.0624	-9410.01661	7386.95422	153.137	176.27	172.18	-10.841	-9.865	-1.096	-0.587	8.769	-0.413889	-0.328452	0.642846	0.304991	0.187307	-0.080795	0.24806921999999995	0.277298	0.277298	0.007310	0.120513	0.258715	0.258715	0.000740	0.119626
1734	1-methoxy-3-nitrobenzene	InChI=1S/C7H7NO3/c1-11-7-4-2-3-6(5-7)8(9)10/h2-5H,1H3	1.89	2.16	2.00	-21.4586	4.397	-2022.96421	-9491.63307	7468.66886	153.137	176.28	172.54	-10.816	-9.732	-1.296	-0.455	8.436	-0.397528	-0.254867	0.612968	0.237651	0.196123	-0.080402	0.19735188999999997	0.246536	0.231247	0.008464	0.120699	0.211696	0.211696	0.000028	0.121698
1735	1-methoxy-2-nitrobenzene	InChI=1S/C7H7NO3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3	1.89	1.73	2.02	-19.04366	6.185	-2022.85255	-9693.7391	7670.88655	153.137	174.04	171.14	-10.738	-9.731	-1.081	-0.371	8.650	-0.425650	-0.323897	0.645913	0.294400	0.186269	-0.085296	0.27375177	0.264311	0.264311	0.007744	0.121899	0.282305	0.282305	0.000286	0.133417
1736	4-methyl-3-nitrophenol	InChI=1S/C7H7NO3/c1-5-2-3-6(9)4-7(5)8(10)11/h2-4,9H,1H3	2.46	2.18	2.33	-33.69217	5.795	-2023.49153	-9586.1568	7562.66527	153.137	172.2	170.72	-10.856	-9.649	-1.28	-0.442	8.369	-0.452660	-0.242023	0.621575	0.250099	0.328220	-0.051879	0.20171134000000002	0.236697	0.236697	0.016667	0.129186	0.221757	0.221757	0.001936	0.128211
1737	3-methyl-4-nitrophenol	InChI=1S/C7H7NO3/c1-5-4-6(9)2-3-7(5)8(10)11/h2-4,9H,1H3	2.46	2.48	2.27	-37.77452	4.874	-2023.66881	-9572.4046	7548.73579	153.137	172.01	170.1	-10.555	-10.05	-1.102	-0.581	8.948	-0.465778	-0.356621	0.650703	0.362361	0.335289	-0.053152	0.2567235199999999	0.329251	0.329251	0.001537	0.131021	0.263851	0.263851	0.002905	0.120415
1738	2-hydroxy-6-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-6(8(11)12)2-1-3-7(5)10/h1-4,10H	2.40	N/A	1.44	-57.8139	3.524	-2291.28765	-10845.52225	8554.2346	167.121	172.58	173.26	-10.993	-10.159	-1.885	-1.015	8.274	-0.487594	-0.345625	0.599491	0.387466	0.389108	-0.064031	0.20566655	0.252363	0.252363	0.000072	0.127846	0.222844	0.222844	0.000011	0.118552
1739	2-hydroxy-5-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-3-6(8(11)12)1-2-7(5)10/h1-4,10H	2.40	N/A	1.50	-62.96722	2.561	-2291.51987	-10624.42532	8332.90544	167.121	176.2	173.77	-11.235	-10.342	-1.589	-1.411	8.753	-0.488183	-0.388572	0.643901	0.428835	0.388030	-0.063450	0.28437195	0.295036	0.295036	0.000000	0.126465	0.291890	0.291890	0.000000	0.123925
1740	3-hydroxy-5-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-1-6(8(11)12)3-7(10)2-5/h1-4,10H	1.63	N/A	1.48	-52.31298	5.355	-2291.15236	-10535.0165	8243.86414	167.121	180.35	177.21	-10.851	-10.267	-1.811	-1.176	8.456	-0.453932	-0.228815	0.613644	0.257465	0.336321	-0.062742	0.24491266	0.242954	0.242954	0.000000	0.131582	0.244919	0.244919	0.000000	0.129637
1741	5-hydroxy-2-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-3-6(10)1-2-7(5)8(11)12/h1-4,10H	1.63	N/A	1.47	-53.61022	5.385	-2291.20431	-10710.11502	8418.91071	167.121	176.41	175.84	-10.682	-10.354	-1.577	-1.091	8.777	-0.447290	-0.307997	0.639585	0.341650	0.338626	-0.066034	0.22088853	0.295450	0.295450	0.001648	0.129116	0.221423	0.221423	0.001892	0.117927
1742	4-hydroxy-3-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-1-2-7(10)6(3-5)8(11)12/h1-4,10H	1.63	1.48	1.39	-52.18965	3.779	-2291.14557	-10645.03479	8353.88921	167.121	177.79	174.96	-10.745	-10.361	-1.477	-1.272	8.884	-0.429047	-0.357022	0.648151	0.368447	0.333548	-0.066092	0.30004760999999996	0.292224	0.292224	0.000001	0.126351	0.319181	0.319181	0.000010	0.134170
1743	3-hydroxy-4-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-1-2-6(8(11)12)7(10)3-5/h1-4,10H	1.63	N/A	1.47	-49.70201	4.017	-2291.0377	-10626.75506	8335.71736	167.121	178.4	178.99	-10.938	-10.26	-1.821	-0.835	8.439	-0.417971	-0.262601	0.638810	0.312512	0.334342	-0.066596	0.1972006	0.273675	0.273675	0.000006	0.130996	0.238552	0.238552	0.000013	0.122079
1744	4-hydroxy-2-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-1-2-6(10)3-7(5)8(11)12/h1-4,10H	1.63	N/A	1.46	-52.10184	4.341	-2291.13761	-10692.28373	8401.14612	167.121	176.24	175.48	-10.633	-10.281	-1.782	-1.088	8.499	-0.447151	-0.289526	0.603318	0.310718	0.337294	-0.064301	0.24270400000000003	0.265986	0.265986	0.001772	0.128267	0.248680	0.248680	0.000335	0.116112
1745	2-hydroxy-4-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-1-2-6(8(11)12)3-7(5)10/h1-4,10H	2.40	N/A	1.51	-58.82183	4.35	-2291.34372	-10608.84583	8317.50211	167.121	176.55	173.14	-11.226	-10.177	-2.035	-0.791	8.142	-0.477179	-0.331471	0.600667	0.370810	0.381416	-0.064178	0.19754597000000002	0.270311	0.270311	0.000000	0.130469	0.226615	0.226615	0.000000	0.116133
1746	3-hydroxy-2-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-2-1-3-6(10)7(5)8(11)12/h1-4,10H	1.63	N/A	1.38	-56.09729	4.223	-2291.2225	-10894.81967	8603.59717	167.121	173.27	172.02	-10.685	-10.204	-1.817	-0.882	8.387	-0.459760	-0.267106	0.662491	0.380211	0.379264	-0.066435	0.21537181	0.275098	0.275098	0.001832	0.132119	0.217608	0.217608	0.001513	0.116033
1747	2-hydroxy-3-nitrobenzaldehyde	InChI=1S/C7H5NO4/c9-4-5-2-1-3-6(7(5)10)8(11)12/h1-4,10H	2.40	N/A	1.43	-57.14582	6.726	-2291.26139	-10828.7367	8537.47531	167.121	174.39	173.17	-10.918	-10.214	-1.739	-0.967	8.475	-0.480115	-0.381689	0.648189	0.419962	0.383162	-0.066916	0.28448167	0.284448	0.284448	0.000003	0.128073	0.284557	0.284557	0.000005	0.129974
1748	2-methoxy-3-nitrophenol	InChI=1S/C7H7NO4/c1-12-7-5(8(10)11)3-2-4-6(7)9/h2-4,9H,1H3	1.73	N/A	1.93	-59.84325	3.83	-2318.10756	-11486.89234	9168.78478	169.137	180.19	181.73	-10.702	-9.83	-1.241	-0.631	8.589	-0.441632	-0.189588	0.635199	0.215615	0.343739	-0.035209	0.23156419	0.231502	0.231502	0.000650	0.127554	0.244830	0.244830	0.000202	0.133759
1749	2-methoxy-4-nitrophenol	InChI=1S/C7H7NO4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3	1.73	N/A	1.92	-64.89453	5.144	-2318.33484	-11185.13469	8866.79986	169.137	184.69	181.68	-10.499	-9.554	-1.241	-0.616	8.313	-0.433772	-0.232314	0.634311	0.256605	0.345105	-0.037421	0.23541319999999996	0.180823	0.180823	0.005700	0.109763	0.240602	0.240602	0.000008	0.120170
1750	3-methoxy-5-nitrophenol	InChI=1S/C7H7NO4/c1-12-7-3-5(8(10)11)2-6(9)4-7/h2-4,9H,1H3	1.99	N/A	1.93	-66.02988	5.34	-2318.39765	-11088.94852	8770.55087	169.137	186.49	184.01	-10.366	-9.702	-1.321	-0.404	8.381	-0.456805	-0.366352	0.606998	0.349647	0.336895	-0.043304	0.21084846000000004	0.305544	0.305544	0.005358	0.127327	0.238103	0.238103	0.000159	0.118357
1751	3-methoxy-4-nitrophenol	InChI=1S/C7H7NO4/c1-12-7-4-5(9)2-3-6(7)8(10)11/h2-4,9H,1H3	1.99	N/A	1.91	-66.55269	7.008	-2318.41116	-11307.07728	8988.66612	169.137	183.65	182.38	-10.49	-9.761	-0.994	-0.449	8.767	-0.491994	-0.491994	0.662593	0.408304	0.334465	-0.047851	0.29804307	0.296395	0.296395	0.005084	0.123533	0.298117	0.298117	0.000243	0.129033
1752	4-methoxy-2-nitrophenol	InChI=1S/C7H7NO4/c1-12-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3	1.99	N/A	1.90	-60.4828	5.293	-2318.15222	-11247.82387	8929.67164	169.137	184.91	183.07	-10.8	-9.266	-1.226	-0.431	8.040	-0.425089	-0.258081	0.640806	0.269617	0.326027	-0.041478	0.26566196	0.189101	0.170169	0.005822	0.111191	0.268100	0.268100	0.000020	0.138665
1753	5-methoxy-2-nitrophenol	InChI=1S/C7H7NO4/c1-12-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3	1.99	N/A	1.95	-65.7601	7.341	-2318.38517	-11185.72061	8867.33544	169.137	184.59	182.35	-10.335	-9.862	-0.973	-0.47	8.889	-0.452812	-0.452812	0.664526	0.398496	0.329205	-0.047164	0.28681005	0.333020	0.333020	0.003745	0.124968	0.286815	0.286815	0.000812	0.128750
1754	4-methoxy-3-nitrophenol	InChI=1S/C7H7NO4/c1-12-7-3-2-5(9)4-6(7)8(10)11/h2-4,9H,1H3	1.99	N/A	1.93	-60.84651	4.895	-2318.16368	-11299.05331	8980.88963	169.137	184.59	183.87	-10.822	-9.264	-1.259	-0.412	8.005	-0.458173	-0.252252	0.639302	0.231392	0.330446	-0.042552	0.25657094	0.187543	0.187543	0.005127	0.111934	0.257855	0.257855	0.000202	0.136307
1755	2-methoxy-5-nitrophenol	InChI=1S/C7H7NO4/c1-12-7-3-2-5(8(10)11)4-6(7)9/h2-4,9H,1H3	1.73	N/A	1.94	-63.86309	7.452	-2318.29441	-11129.35902	8811.06461	169.137	184.72	182.32	-10.496	-9.521	-1.237	-0.58	8.284	-0.432956	-0.255237	0.632488	0.174041	0.338048	-0.037923	0.23170871999999998	0.196308	0.196308	0.004290	0.111262	0.244868	0.244868	0.000610	0.122223
1756	3-methoxy-2-nitrophenol	InChI=1S/C7H7NO4/c1-12-6-4-2-3-5(9)7(6)8(10)11/h2-4,9H,1H3	1.99	N/A	1.91	-69.82004	5.402	-2318.45606	-11500.84121	9182.38515	169.137	180.8	179.61	-10.514	-9.582	-1.162	-0.218	8.420	-0.502841	-0.413686	0.678652	0.438718	0.386079	-0.048448	0.25532098	0.310556	0.310556	0.003564	0.128745	0.272613	0.272613	0.000506	0.118127
1757	2-methoxy-6-nitrophenol	InChI=1S/C7H7NO4/c1-12-6-4-2-3-5(7(6)9)8(10)11/h2-4,9H,1H3	1.73	N/A	1.92	-59.41669	7.545	-2318.09425	-11323.1181	9005.02384	169.137	183.1	181.85	-10.461	-9.476	-1.144	-0.451	8.332	-0.423167	-0.177951	0.644018	0.253123	0.340024	-0.041232	0.23000502999999997	0.182718	0.182718	0.004900	0.114880	0.254713	0.254713	0.000151	0.132883
1758	2-amino-6-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-6-2-1-3-7(10)5(6)4-9/h1-3H,10H2	2.06	N/A	1.98	55.19054	5.498	-1521.47974	-7040.82753	5519.34779	197.034	176.39	181.07	-9.995	-9.149	-0.889	-0.332	8.260	-0.604096	-0.319775	0.332886	0.332886	0.317659	-0.065777	0.28350292	0.289526	0.246960	0.000000	0.107934	0.283706	0.283706	0.000000	0.145473
1759	2-amino-5-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-6-1-2-7(10)5(3-6)4-9/h1-3H,10H2	2.06	N/A	1.97	54.57664	4.58	-1521.50837	-6964.05367	5442.5453	197.034	180.34	178.44	-10.44	-8.986	-0.908	-0.401	8.078	-0.603100	-0.308588	0.325056	0.325056	0.316487	-0.062401	0.2972966799999999	0.234501	0.202444	0.000000	0.094036	0.302035	0.302035	0.000000	0.145217
1760	3-amino-5-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-6-1-5(4-9)2-7(10)3-6/h1-3H,10H2	2.06	N/A	1.98	56.14401	5.4	-1521.44221	-6905.49163	5384.04942	197.034	182.39	177.87	-10.008	-9.139	-0.988	-0.412	8.151	-0.619379	-0.297238	0.308108	0.292884	0.308108	-0.063028	0.26079150000000006	0.330594	0.238860	0.000488	0.107856	0.280849	0.280849	0.000034	0.141851
1761	5-amino-2-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-7-2-1-6(10)3-5(7)4-9/h1-3H,10H2	2.06	N/A	1.98	57.20925	6.653	-1521.39666	-6956.93985	5435.54319	197.034	179.07	176.88	-10.423	-8.916	-0.96	-0.4	7.956	-0.618750	-0.274853	0.305980	0.280368	0.305980	-0.062732	0.2643236	0.265056	0.196413	0.000724	0.094314	0.295404	0.295404	0.000086	0.141518
1762	4-amino-3-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-6-3-5(4-9)1-2-7(6)10/h1-3H,10H2	2.06	N/A	1.98	54.41939	6.281	-1521.51765	-6939.5151	5417.99745	197.034	178.97	174.9	-10.169	-9.044	-0.727	-0.549	8.317	-0.600359	-0.316219	0.315009	0.313445	0.315009	-0.062675	0.30534027	0.269874	0.214133	0.000000	0.097555	0.321611	0.321611	0.000000	0.134388
1763	3-amino-4-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-6-2-1-5(4-9)3-7(6)10/h1-3H,10H2	2.06	N/A	1.98	56.24825	3.931	-1521.43898	-6940.52148	5419.0825	197.034	179.04	176.59	-10.124	-9.007	-0.999	-0.354	8.008	-0.612701	-0.277894	0.314899	0.280562	0.314899	-0.061749	0.25516946	0.310356	0.193176	0.000018	0.098205	0.281200	0.281200	0.000002	0.141042
1764	4-amino-2-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-7-3-6(10)2-1-5(7)4-9/h1-3H,10H2	2.06	N/A	1.98	54.90141	7.675	-1521.49614	-6953.3476	5431.85146	197.034	178.8	177.3	-10.034	-9.138	-0.73	-0.519	8.408	-0.610749	-0.338169	0.328343	0.328343	0.308247	-0.065287	0.2862408699999999	0.285601	0.261550	0.000000	0.107086	0.286249	0.286249	0.000000	0.136092
1765	2-amino-4-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-6-2-1-5(4-9)7(10)3-6/h1-3H,10H2	2.06	N/A	1.98	54.04223	2.806	-1521.53165	-6961.17943	5439.64779	197.034	180.52	179.25	-10.068	-9.209	-0.956	-0.354	8.253	-0.602935	-0.333495	0.333585	0.333585	0.317262	-0.064034	0.30150293	0.296048	0.240894	0.000000	0.107959	0.310748	0.310748	0.000000	0.144486
1766	3-amino-2-bromobenzonitrile	InChI=1S/C7H5BrN2/c8-7-5(4-9)2-1-3-6(7)10/h1-3H,10H2	2.06	N/A	1.97	57.35933	6.05	-1521.38868	-7018.71934	5497.33066	197.034	175.65	177.85	-10.056	-8.955	-0.945	-0.324	8.010	-0.614584	-0.275499	0.316249	0.281188	0.316249	-0.063359	0.27891388	0.305860	0.194283	0.000062	0.097826	0.287646	0.287646	0.000002	0.142671
